prefecture,year,population,capital,region,estimated_area,island
Fukuoka-ken,1881,1109475,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1882,1118652,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1883,1128289,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1884,1135496,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1885,1139986,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1886,1148328,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1886.9167,1159294,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1887.9167,1188877,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1888.9167,1209295,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1889.9167,1224551,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1890.9167,1236015,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1891.9167,1244912,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1892.9167,1258058,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1893.9167,1275050,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1894.9167,1285082,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1895.9167,1313777,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1896.9167,1333423,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1897.9167,1357777,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1898.9167,1425625,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1903.9167,1571158,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1908.9167,1721084,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1913.9167,1926417,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1918.9167,2112596,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1920.75,2188249,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1925.75,2301668,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1930.75,2527119,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1935.75,2755804,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1940.75,3094132,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1944.25,3066472,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1945.8333,2746855,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1946.3333,2906644,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1947.75,3178134,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1948.5833,3312577,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1950.75,3530169,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1955.75,3859764,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1960.75,4006679,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1965.75,3964611,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1970.75,4027416,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1975.75,4292963,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1980.75,4553461,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1985.75,4719259,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1990.75,4811050,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,1995.75,4933393,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,2000.75,5015699,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,2005.75,5049908,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,2010.75,5071968,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukuoka-ken,2015.75,5102871,Fukuoka-shi,Kyushu,4978.51,Kyushu
Fukushima-ken,1872.1667,782169,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1873,1219348,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1874,1228469,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1875,1246544,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1876,1258577,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1877,765115,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1878,774707,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1879,804866,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1880,808937,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1881,823120,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1882,829990,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1883,840241,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1884,857833,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1885,861428,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1886,855079,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1886.9167,870822,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1887.9167,893954,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1888.9167,913459,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1889.9167,934449,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1890.9167,952489,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1891.9167,964578,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1892.9167,980310,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1893.9167,994825,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1894.9167,1005381,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1895.9167,1022780,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1896.9167,1041294,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1897.9167,1061013,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1898.9167,1098002,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1903.9167,1175224,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1908.9167,1234281,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1913.9167,1303501,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1918.9167,1389609,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1920.75,1362750,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1925.75,1437596,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1930.75,1508150,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1935.75,1581563,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1940.75,1625521,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1944.25,1599392,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1945.8333,1957356,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1946.3333,1918746,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1947.75,1992460,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1948.5833,2026482,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1950.75,2062394,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1955.75,2095237,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1960.75,2051137,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1965.75,1983754,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1970.75,1946077,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1975.75,1970616,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1980.75,2035272,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1985.75,2080304,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1990.75,2104058,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,1995.75,2133592,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,2000.75,2126935,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,2005.75,2091319,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,2010.75,2029064,Fukushima-shi,Tohoku,13782.76,Honshu
Fukushima-ken,2015.75,1913606,Fukushima-shi,Tohoku,13782.76,Honshu
Gifu-ken,1872.1667,660896,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1873,668148,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1874,672627,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1875,683050,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1876,692218,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1877,806158,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1878,818984,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1879,831887,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1880,839613,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1881,849221,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1882,855575,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1883,868333,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1884,873020,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1885,880277,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1886,884848,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1886.9167,889739,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1887.9167,899311,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1888.9167,909226,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1889.9167,918456,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1890.9167,932658,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1891.9167,930604,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1892.9167,936219,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1893.9167,941523,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1894.9167,949235,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1895.9167,960062,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1896.9167,960502,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1897.9167,960713,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1898.9167,977922,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1903.9167,1020765,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1908.9167,1031156,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1913.9167,1094961,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1918.9167,1120482,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1920.75,1070407,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1925.75,1132557,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1930.75,1178405,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1935.75,1225799,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1940.75,1265024,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1944.25,1266008,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1945.8333,1518649,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1946.3333,1444000,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1947.75,1493644,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1948.5833,1524812,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1950.75,1544538,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1955.75,1583605,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1960.75,1638399,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1965.75,1700365,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1970.75,1758954,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1975.75,1867978,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1980.75,1960107,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1985.75,2028536,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1990.75,2066569,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,1995.75,2100315,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,2000.75,2107700,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,2005.75,2107226,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,2010.75,2080773,Gifu-shi,Chubu,10621.17,Honshu
Gifu-ken,2015.75,2032533,Gifu-shi,Chubu,10621.17,Honshu
Gunma-ken,1872.1667,382697,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1873,384796,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1874,NA,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1875,NA,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1876,NA,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1877,547991,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1878,554888,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1879,573984,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1880,581556,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1881,593625,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1882,604182,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1883,613410,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1884,636082,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1885,640871,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1886,648329,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1886.9167,667931,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1887.9167,690880,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1888.9167,718215,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1889.9167,722865,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1890.9167,738061,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1891.9167,749030,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1892.9167,759617,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1893.9167,766687,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1894.9167,778729,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1895.9167,792575,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1896.9167,797870,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1897.9167,806277,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1898.9167,830223,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1903.9167,904046,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1908.9167,961026,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1913.9167,1020853,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1918.9167,1082141,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1920.75,1052610,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1925.75,1118858,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1930.75,1186080,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1935.75,1242453,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1940.75,1299027,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1944.25,1319517,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1945.8333,1546081,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1946.3333,1524635,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1947.75,1572787,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1948.5833,1608894,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1950.75,1601380,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1955.75,1613549,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1960.75,1578476,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1965.75,1605584,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1970.75,1658909,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1975.75,1756480,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1980.75,1848562,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1985.75,1921259,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1990.75,1966265,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,1995.75,2003540,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,2000.75,2024852,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,2005.75,2024135,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,2010.75,2008068,Maebashi-shi,Kanto,6362.33,Honshu
Gunma-ken,2015.75,1973476,Maebashi-shi,Kanto,6362.33,Honshu
Hiroshima-ken,1872.1667,919047,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1873,925962,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1874,941978,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1875,942827,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1876,964337,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1877,1190069,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1878,1197835,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1879,1207947,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1880,1213152,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1881,1225057,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1882,1243032,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1883,1252811,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1884,1259148,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1885,1272105,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1886,1272876,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1886.9167,1276461,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1887.9167,1278537,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1888.9167,1289109,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1889.9167,1303457,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1890.9167,1319507,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1891.9167,1324538,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1892.9167,1336145,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1893.9167,1342484,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1894.9167,1346327,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1895.9167,1367820,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1896.9167,1388193,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1897.9167,1405674,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1898.9167,1449622,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1903.9167,1508713,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1908.9167,1598755,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1913.9167,1691699,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1918.9167,1687926,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1920.75,1541905,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1925.75,1617680,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1930.75,1692136,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1935.75,1804916,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1940.75,1869504,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1944.25,1962950,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1945.8333,1885471,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1946.3333,1901430,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1947.75,2011498,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1948.5833,2045923,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1950.75,2081967,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1955.75,2149044,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1960.75,2184043,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1965.75,2281146,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1970.75,2436135,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1975.75,2646324,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1980.75,2739161,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1985.75,2819200,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1990.75,2849847,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,1995.75,2881748,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,2000.75,2878915,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,2005.75,2876642,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,2010.75,2860750,Hiroshima-shi,Chugoku,8479.7,Honshu
Hiroshima-ken,2015.75,2844963,Hiroshima-shi,Chugoku,8479.7,Honshu
Hokkaido,1872.1667,327344,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1873,330527,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1874,354550,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1875,356910,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1876,149554,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1877,150667,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1878,151735,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1879,158615,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1880,163355,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1881,168084,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1882,177901,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1883,122705,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1884,249875,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1885,273340,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1886,284040,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1886.9167,309121,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1887.9167,326614,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1888.9167,347950,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1889.9167,378188,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1890.9167,414430,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1891.9167,452152,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1892.9167,493024,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1893.9167,537953,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1894.9167,594143,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1895.9167,647883,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1896.9167,698144,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1897.9167,755837,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1898.9167,859534,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1903.9167,1089503,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1908.9167,1459424,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1913.9167,1817705,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1918.9167,2177700,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1920.75,2359183,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1925.75,2498679,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1930.75,2812335,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1935.75,3068282,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1940.75,3272718,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1944.25,3256157,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1945.8333,3518389,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1946.3333,3488013,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1947.75,3852821,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1948.5833,4021050,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1950.75,4295567,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1955.75,4773087,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1960.75,5039206,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1965.75,5171800,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1970.75,5184287,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1975.75,5338206,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1980.75,5575989,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1985.75,5679439,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1990.75,5643647,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,1995.75,5692321,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,2000.75,5683062,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,2005.75,5627737,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,2010.75,5506419,Sapporo-shi,Hokkaido,83457,Hokkaido
Hokkaido,2015.75,5383579,Sapporo-shi,Hokkaido,83457,Hokkaido
Hyogo-ken,1872.1667,834350,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1873,839634,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1874,839458,Kobe-shi,Kansai,8396.16,Honshu
